date time,wheel,vl,wheel,vr,sonar,X
2019-07-05 16:34:18.231140 ,Left,135 ,Right,495 ,s,72
2019-07-05 16:34:18.771971 ,Left,90 ,Right,390 ,s,195
2019-07-05 16:34:19.310943 ,Left,75 ,Right,120 ,s,183
2019-07-05 16:34:19.865476 ,Left,135 ,Right,345 ,s,90
2019-07-05 16:34:20.465209 ,Left,105 ,Right,120 ,s,152
2019-07-05 16:34:21.265133 ,Left,75 ,Right,375 ,s,133
2019-07-05 16:34:22.289507 ,Left,195 ,Right,345 ,s,108
2019-07-05 16:34:23.054202 ,Left,165 ,Right,285 ,s,91
2019-07-05 16:34:23.648886 ,Left,135 ,Right,60 ,s,77
2019-07-05 16:34:24.211249 ,Left,120 ,Right,270 ,s,65
2019-07-05 16:34:24.959291 ,Left,240 ,Right,390 ,s,66
2019-07-05 16:34:25.492934 ,Left,120 ,Right,60 ,s,57
2019-07-05 16:34:26.065837 ,Left,150 ,Right,570 ,s,47
2019-07-05 16:34:26.977570 ,Left,210 ,Right,765 ,s,400
2019-07-05 16:34:28.022572 ,Left,90 ,Right,105 ,s,400
2019-07-05 16:34:28.595560 ,Left,195 ,Right,315 ,s,175
2019-07-05 16:34:29.134862 ,Left,120 ,Right,240 ,s,237
2019-07-05 16:34:29.759211 ,Left,60 ,Right,75 ,s,225
2019-07-05 16:34:30.297067 ,Left,105 ,Right,330 ,s,215
2019-07-05 16:34:30.927709 ,Left,105 ,Right,360 ,s,133
2019-07-05 16:34:31.729640 ,Left,150 ,Right,150 ,s,183
2019-07-05 16:34:32.407211 ,Left,150 ,Right,75 ,s,170
2019-07-05 16:34:32.970567 ,Left,120 ,Right,210 ,s,94
2019-07-05 16:34:33.626617 ,Left,120 ,Right,660 ,s,77
2019-07-05 16:34:34.209597 ,Left,240 ,Right,120 ,s,77
2019-07-05 16:34:35.150801 ,Left,105 ,Right,90 ,s,400
2019-07-05 16:34:35.694742 ,Left,75 ,Right,195 ,s,270
2019-07-05 16:34:36.238134 ,Left,165 ,Right,270 ,s,256
2019-07-05 16:34:36.780621 ,Left,90 ,Right,105 ,s,244
2019-07-05 16:34:37.322033 ,Left,105 ,Right,225 ,s,233
2019-07-05 16:34:37.868043 ,Left,120 ,Right,225 ,s,301
2019-07-05 16:34:38.424909 ,Left,105 ,Right,75 ,s,286
2019-07-05 16:34:39.289915 ,Left,90 ,Right,75 ,s,400
2019-07-05 16:34:40.045897 ,Left,120 ,Right,270 ,s,400
2019-07-05 16:34:40.796846 ,Left,135 ,Right,105 ,s,400
2019-07-05 16:34:41.550916 ,Left,60 ,Right,180 ,s,400
2019-07-05 16:34:42.311394 ,Left,90 ,Right,150 ,s,400
2019-07-05 16:34:43.065715 ,Left,120 ,Right,75 ,s,400
2019-07-05 16:34:43.816294 ,Left,135 ,Right,105 ,s,400
2019-07-05 16:34:44.403997 ,Left,90 ,Right,150 ,s,332
2019-07-05 16:34:44.978357 ,Left,150 ,Right,255 ,s,193
2019-07-05 16:34:45.556825 ,Left,90 ,Right,90 ,s,234
2019-07-05 16:34:46.096556 ,Left,165 ,Right,150 ,s,222
2019-07-05 16:34:46.660528 ,Left,105 ,Right,135 ,s,203
2019-07-05 16:34:47.201274 ,Left,75 ,Right,120 ,s,190
2019-07-05 16:34:47.746205 ,Left,105 ,Right,195 ,s,176
2019-07-05 16:34:48.285293 ,Left,90 ,Right,90 ,s,163
2019-07-05 16:34:48.963964 ,Left,105 ,Right,75 ,s,149
2019-07-05 16:34:49.500750 ,Left,165 ,Right,90 ,s,137
2019-07-05 16:34:50.042809 ,Left,165 ,Right,165 ,s,125
2019-07-05 16:34:50.847468 ,Left,90 ,Right,75 ,s,109
2019-07-05 16:34:51.425608 ,Left,105 ,Right,75 ,s,97
2019-07-05 16:34:52.036795 ,Left,135 ,Right,195 ,s,222
2019-07-05 16:34:52.752734 ,Left,75 ,Right,225 ,s,154
2019-07-05 16:34:53.536108 ,Left,75 ,Right,255 ,s,400
2019-07-05 16:34:54.074695 ,Left,75 ,Right,75 ,s,179
2019-07-05 16:34:55.651883 ,Left,105 ,Right,60 ,s,126
2019-07-05 16:34:56.499564 ,Left,165 ,Right,75 ,s,108
2019-07-05 16:34:57.040022 ,Left,105 ,Right,105 ,s,205
2019-07-05 16:34:57.789458 ,Left,165 ,Right,210 ,s,400
2019-07-05 16:34:58.324537 ,Left,105 ,Right,90 ,s,113
2019-07-05 16:34:59.075208 ,Left,135 ,Right,90 ,s,400
2019-07-05 16:34:59.611978 ,Left,60 ,Right,180 ,s,142
2019-07-05 16:35:00.148036 ,Left,90 ,Right,90 ,s,130
2019-07-05 16:35:00.836497 ,Left,105 ,Right,75 ,s,117
2019-07-05 16:35:01.593640 ,Left,135 ,Right,90 ,s,400
2019-07-05 16:35:02.153600 ,Left,105 ,Right,225 ,s,86
2019-07-05 16:35:02.686479 ,Left,75 ,Right,60 ,s,74
2019-07-05 16:35:03.217197 ,Left,75 ,Right,210 ,s,62
2019-07-05 16:35:03.808164 ,Left,75 ,Right,105 ,s,48
2019-07-05 16:35:04.338391 ,Left,180 ,Right,90 ,s,37
2019-07-05 16:35:04.908986 ,Left,60 ,Right,480 ,s,27
2019-07-05 16:35:05.461410 ,Left,120 ,Right,405 ,s,183
2019-07-05 16:35:06.434211 ,Left,90 ,Right,120 ,s,73
2019-07-05 16:35:07.038680 ,Left,120 ,Right,75 ,s,60
2019-07-05 16:35:07.644309 ,Left,135 ,Right,150 ,s,111
2019-07-05 16:35:08.601931 ,Left,105 ,Right,315 ,s,101
2019-07-05 16:35:09.174866 ,Left,150 ,Right,240 ,s,400
2019-07-05 16:35:09.792667 ,Left,135 ,Right,165 ,s,400
2019-07-05 16:35:10.469308 ,Left,165 ,Right,75 ,s,185
2019-07-05 16:35:11.055880 ,Left,90 ,Right,120 ,s,100
2019-07-05 16:35:11.906733 ,Left,120 ,Right,90 ,s,213
2019-07-05 16:35:12.713757 ,Left,120 ,Right,165 ,s,400
2019-07-05 16:35:13.532047 ,Left,135 ,Right,90 ,s,400
2019-07-05 16:35:14.286922 ,Left,135 ,Right,255 ,s,400
2019-07-05 16:35:14.829242 ,Left,105 ,Right,105 ,s,269
2019-07-05 16:35:15.369581 ,Left,195 ,Right,210 ,s,218
2019-07-05 16:35:15.916680 ,Left,90 ,Right,90 ,s,165
2019-07-05 16:35:16.808700 ,Left,105 ,Right,105 ,s,400
2019-07-05 16:35:17.346671 ,Left,105 ,Right,165 ,s,162
2019-07-05 16:35:17.916736 ,Left,90 ,Right,165 ,s,116
2019-07-05 16:35:18.461028 ,Left,60 ,Right,60 ,s,93
2019-07-05 16:35:19.175858 ,Left,120 ,Right,60 ,s,134
2019-07-05 16:35:19.933674 ,Left,135 ,Right,165 ,s,107
2019-07-05 16:35:20.726801 ,Left,150 ,Right,300 ,s,95
2019-07-05 16:35:21.482489 ,Left,165 ,Right,60 ,s,400
2019-07-05 16:35:22.044596 ,Left,90 ,Right,60 ,s,166
2019-07-05 16:35:22.579724 ,Left,210 ,Right,435 ,s,115
2019-07-05 16:35:23.494135 ,Left,60 ,Right,210 ,s,188
2019-07-05 16:35:24.312985 ,Left,90 ,Right,90 ,s,79
2019-07-05 16:35:25.040585 ,Left,60 ,Right,60 ,s,79
2019-07-05 16:35:25.645886 ,Left,105 ,Right,330 ,s,79
2019-07-05 16:35:26.340335 ,Left,165 ,Right,165 ,s,67
2019-07-05 16:35:26.981114 ,Left,135 ,Right,225 ,s,97
2019-07-05 16:35:27.820827 ,Left,135 ,Right,345 ,s,115
2019-07-05 16:35:28.550331 ,Left,195 ,Right,255 ,s,51
2019-07-05 16:35:29.086483 ,Left,135 ,Right,75 ,s,27
2019-07-05 16:35:30.008286 ,Left,195 ,Right,255 ,s,113
2019-07-05 16:35:30.770619 ,Left,270 ,Right,210 ,s,94
2019-07-05 16:35:31.634596 ,Left,165 ,Right,165 ,s,400
2019-07-05 16:35:32.175080 ,Left,180 ,Right,105 ,s,211
2019-07-05 16:35:33.116994 ,Left,135 ,Right,315 ,s,188
2019-07-05 16:35:33.996850 ,Left,105 ,Right,270 ,s,158
2019-07-05 16:35:34.638001 ,Left,180 ,Right,255 ,s,154
2019-07-05 16:35:35.480390 ,Left,75 ,Right,315 ,s,400
2019-07-05 16:35:36.264164 ,Left,150 ,Right,180 ,s,400
2019-07-05 16:35:37.013485 ,Left,105 ,Right,270 ,s,400
2019-07-05 16:35:37.786228 ,Left,135 ,Right,150 ,s,400
2019-07-05 16:35:38.326547 ,Left,165 ,Right,225 ,s,230
2019-07-05 16:35:38.870712 ,Left,60 ,Right,225 ,s,217
2019-07-05 16:35:39.606343 ,Left,165 ,Right,135 ,s,201
2019-07-05 16:35:40.227070 ,Left,165 ,Right,165 ,s,184
2019-07-05 16:35:41.027853 ,Left,150 ,Right,120 ,s,165
2019-07-05 16:35:41.936702 ,Left,195 ,Right,180 ,s,145
2019-07-05 16:35:42.827198 ,Left,135 ,Right,435 ,s,122
2019-07-05 16:35:43.604574 ,Left,240 ,Right,285 ,s,103
2019-07-05 16:35:44.209465 ,Left,315 ,Right,180 ,s,94
2019-07-05 16:35:45.000275 ,Left,195 ,Right,420 ,s,77
2019-07-05 16:35:45.639145 ,Left,165 ,Right,135 ,s,63
2019-07-05 16:35:46.256096 ,Left,255 ,Right,1110 ,s,39
2019-07-05 16:35:47.038997 ,Left,255 ,Right,105 ,s,25
2019-07-05 16:35:47.916559 ,Left,150 ,Right,90 ,s,400
2019-07-05 16:35:48.526730 ,Left,135 ,Right,195 ,s,393
2019-07-05 16:35:49.125404 ,Left,165 ,Right,195 ,s,379
2019-07-05 16:35:49.815635 ,Left,165 ,Right,255 ,s,360
2019-07-05 16:35:50.408337 ,Left,135 ,Right,120 ,s,347
2019-07-05 16:35:51.250595 ,Left,120 ,Right,135 ,s,400
2019-07-05 16:35:51.816900 ,Left,135 ,Right,75 ,s,311
2019-07-05 16:35:52.362174 ,Left,135 ,Right,165 ,s,298
2019-07-05 16:35:52.948395 ,Left,105 ,Right,195 ,s,302
2019-07-05 16:35:53.505716 ,Left,105 ,Right,105 ,s,278
2019-07-05 16:35:54.626547 ,Left,120 ,Right,135 ,s,364
2019-07-05 16:35:55.277180 ,Left,165 ,Right,285 ,s,348
2019-07-05 16:35:56.267424 ,Left,135 ,Right,330 ,s,321
2019-07-05 16:35:56.864258 ,Left,120 ,Right,255 ,s,197
2019-07-05 16:35:57.567759 ,Left,135 ,Right,285 ,s,181
2019-07-05 16:35:58.163262 ,Left,75 ,Right,75 ,s,269
2019-07-05 16:35:58.966172 ,Left,150 ,Right,540 ,s,79
2019-07-05 16:35:59.498101 ,Left,135 ,Right,180 ,s,66
2019-07-05 16:36:00.148968 ,Left,255 ,Right,390 ,s,52
2019-07-05 16:36:01.055151 ,Left,135 ,Right,105 ,s,400
2019-07-05 16:36:01.828225 ,Left,195 ,Right,105 ,s,400
2019-07-05 16:36:02.582450 ,Left,105 ,Right,120 ,s,400
2019-07-05 16:36:03.119996 ,Left,120 ,Right,195 ,s,157
2019-07-05 16:36:03.656091 ,Left,105 ,Right,75 ,s,151
2019-07-05 16:36:04.190596 ,Left,105 ,Right,255 ,s,132
2019-07-05 16:36:04.723714 ,Left,195 ,Right,210 ,s,121
2019-07-05 16:36:05.256610 ,Left,150 ,Right,75 ,s,107
2019-07-05 16:36:05.822938 ,Left,105 ,Right,105 ,s,93
2019-07-05 16:36:06.355517 ,Left,150 ,Right,345 ,s,81
2019-07-05 16:36:06.921387 ,Left,105 ,Right,165 ,s,67
2019-07-05 16:36:07.591834 ,Left,120 ,Right,90 ,s,50
2019-07-05 16:36:08.339247 ,Left,270 ,Right,150 ,s,110
2019-07-05 16:36:09.084532 ,Left,195 ,Right,675 ,s,400
2019-07-05 16:36:09.626967 ,Left,195 ,Right,75 ,s,267
2019-07-05 16:36:10.170114 ,Left,150 ,Right,375 ,s,249
2019-07-05 16:36:10.711640 ,Left,120 ,Right,195 ,s,234
2019-07-05 16:36:11.256589 ,Left,105 ,Right,135 ,s,220
2019-07-05 16:36:12.291720 ,Left,150 ,Right,225 ,s,400
2019-07-05 16:36:13.056758 ,Left,150 ,Right,225 ,s,400
2019-07-05 16:36:13.608031 ,Left,150 ,Right,255 ,s,309
2019-07-05 16:36:14.174105 ,Left,210 ,Right,105 ,s,291
2019-07-05 16:36:14.717385 ,Left,75 ,Right,255 ,s,280
2019-07-05 16:36:15.402988 ,Left,240 ,Right,450 ,s,259
2019-07-05 16:36:16.236996 ,Left,105 ,Right,90 ,s,239
2019-07-05 16:36:16.821768 ,Left,105 ,Right,360 ,s,221
2019-07-05 16:36:17.514021 ,Left,225 ,Right,405 ,s,112
2019-07-05 16:36:18.100246 ,Left,195 ,Right,360 ,s,174
2019-07-05 16:36:18.979921 ,Left,105 ,Right,345 ,s,154
2019-07-05 16:36:19.844315 ,Left,135 ,Right,495 ,s,112
2019-07-05 16:36:20.380855 ,Left,135 ,Right,60 ,s,124
2019-07-05 16:36:21.082890 ,Left,90 ,Right,105 ,s,107
2019-07-05 16:36:21.714820 ,Left,300 ,Right,765 ,s,93
2019-07-05 16:36:22.515901 ,Left,540 ,Right,900 ,s,82
2019-07-05 16:36:23.361616 ,Left,525 ,Right,480 ,s,124
2019-07-05 16:36:24.436056 ,Left,165 ,Right,75 ,s,99
2019-07-05 16:36:24.967749 ,Left,75 ,Right,435 ,s,84
2019-07-05 16:36:25.610505 ,Left,165 ,Right,240 ,s,69
2019-07-05 16:36:26.390833 ,Left,105 ,Right,255 ,s,49
2019-07-05 16:36:27.292558 ,Left,120 ,Right,660 ,s,45
2019-07-05 16:36:27.853481 ,Left,180 ,Right,690 ,s,34
2019-07-05 16:36:29.044810 ,Left,90 ,Right,195 ,s,400
2019-07-05 16:36:29.999913 ,Left,90 ,Right,90 ,s,221
2019-07-05 16:36:30.744897 ,Left,195 ,Right,120 ,s,400
2019-07-05 16:36:31.492445 ,Left,105 ,Right,90 ,s,400
2019-07-05 16:36:32.345711 ,Left,105 ,Right,105 ,s,159
2019-07-05 16:36:32.919109 ,Left,75 ,Right,435 ,s,146
2019-07-05 16:36:33.453460 ,Left,165 ,Right,465 ,s,133
2019-07-05 16:36:34.172978 ,Left,135 ,Right,330 ,s,115
2019-07-05 16:36:34.705807 ,Left,135 ,Right,75 ,s,103
2019-07-05 16:36:35.324878 ,Left,135 ,Right,90 ,s,130
2019-07-05 16:36:36.466096 ,Left,135 ,Right,450 ,s,99
2019-07-05 16:36:37.322896 ,Left,105 ,Right,405 ,s,51
2019-07-05 16:36:37.860805 ,Left,150 ,Right,660 ,s,37
2019-07-05 16:36:38.455937 ,Left,225 ,Right,90 ,s,21
2019-07-05 16:36:39.162386 ,Left,135 ,Right,1320 ,s,342
2019-07-05 16:36:40.186751 ,Left,135 ,Right,495 ,s,400
2019-07-05 16:36:40.756816 ,Left,135 ,Right,75 ,s,241
2019-07-05 16:36:41.293674 ,Left,120 ,Right,285 ,s,170
2019-07-05 16:36:41.833971 ,Left,165 ,Right,225 ,s,156
2019-07-05 16:36:42.519540 ,Left,195 ,Right,195 ,s,120
2019-07-05 16:36:43.582254 ,Left,195 ,Right,420 ,s,95
2019-07-05 16:36:44.376215 ,Left,105 ,Right,195 ,s,74
2019-07-05 16:36:44.906595 ,Left,135 ,Right,225 ,s,60
2019-07-05 16:36:47.046846 ,Left,105 ,Right,135 ,s,92
2019-07-05 16:36:47.609370 ,Left,90 ,Right,120 ,s,203
2019-07-05 16:36:48.173575 ,Left,135 ,Right,345 ,s,187
2019-07-05 16:36:48.736316 ,Left,60 ,Right,270 ,s,124
2019-07-05 16:36:49.274065 ,Left,165 ,Right,105 ,s,163
2019-07-05 16:36:49.807950 ,Left,135 ,Right,480 ,s,97
2019-07-05 16:36:50.343860 ,Left,150 ,Right,150 ,s,134
2019-07-05 16:36:50.876623 ,Left,120 ,Right,345 ,s,123
2019-07-05 16:36:51.411154 ,Left,105 ,Right,375 ,s,110
2019-07-05 16:36:51.944561 ,Left,135 ,Right,75 ,s,97
2019-07-05 16:36:52.768603 ,Left,225 ,Right,105 ,s,75
2019-07-05 16:36:53.815749 ,Left,165 ,Right,60 ,s,54
2019-07-05 16:36:54.556649 ,Left,90 ,Right,180 ,s,109
2019-07-05 16:36:55.380102 ,Left,345 ,Right,1140 ,s,69
2019-07-05 16:36:55.964711 ,Left,135 ,Right,90 ,s,88
2019-07-05 16:36:56.604243 ,Left,120 ,Right,240 ,s,76
2019-07-05 16:36:57.174608 ,Left,225 ,Right,255 ,s,75
2019-07-05 16:36:57.717007 ,Left,165 ,Right,75 ,s,70
2019-07-05 16:36:58.632731 ,Left,120 ,Right,90 ,s,113
2019-07-05 16:36:59.538360 ,Left,135 ,Right,525 ,s,116
2019-07-05 16:37:00.113528 ,Left,195 ,Right,105 ,s,99
2019-07-05 16:37:01.027253 ,Left,195 ,Right,255 ,s,400
2019-07-05 16:37:01.776032 ,Left,225 ,Right,90 ,s,55
2019-07-05 16:37:02.382847 ,Left,105 ,Right,195 ,s,67
2019-07-05 16:37:03.243022 ,Left,225 ,Right,375 ,s,112
2019-07-05 16:37:03.936434 ,Left,75 ,Right,255 ,s,93
2019-07-05 16:37:04.550438 ,Left,195 ,Right,315 ,s,72
2019-07-05 16:37:05.163798 ,Left,105 ,Right,390 ,s,306
2019-07-05 16:37:05.748825 ,Left,105 ,Right,90 ,s,181
2019-07-05 16:37:06.600811 ,Left,240 ,Right,90 ,s,270
2019-07-05 16:37:07.393536 ,Left,165 ,Right,240 ,s,197
2019-07-05 16:37:07.930902 ,Left,105 ,Right,75 ,s,183
2019-07-05 16:37:08.775102 ,Left,195 ,Right,75 ,s,162
2019-07-05 16:37:09.642662 ,Left,120 ,Right,75 ,s,142
2019-07-05 16:37:10.499213 ,Left,165 ,Right,105 ,s,118
2019-07-05 16:37:11.218534 ,Left,165 ,Right,60 ,s,101
2019-07-05 16:37:12.046600 ,Left,135 ,Right,150 ,s,91
2019-07-05 16:37:13.131709 ,Left,225 ,Right,195 ,s,58
2019-07-05 16:37:13.663771 ,Left,285 ,Right,90 ,s,84
2019-07-05 16:37:14.226830 ,Left,300 ,Right,1725 ,s,133
2019-07-05 16:37:14.796665 ,Left,120 ,Right,90 ,s,190
2019-07-05 16:37:15.330169 ,Left,120 ,Right,300 ,s,147
2019-07-05 16:37:15.996627 ,Left,120 ,Right,135 ,s,164
2019-07-05 16:37:16.904675 ,Left,150 ,Right,435 ,s,208
2019-07-05 16:37:17.727527 ,Left,120 ,Right,315 ,s,124
2019-07-05 16:37:18.395337 ,Left,150 ,Right,300 ,s,105
2019-07-05 16:37:19.396759 ,Left,255 ,Right,315 ,s,84
2019-07-05 16:37:19.952929 ,Left,225 ,Right,390 ,s,104
2019-07-05 16:37:20.723017 ,Left,135 ,Right,210 ,s,88
2019-07-05 16:37:21.310158 ,Left,135 ,Right,615 ,s,72
2019-07-05 16:37:21.846039 ,Left,495 ,Right,120 ,s,104
2019-07-05 16:37:23.039859 ,Left,0 ,Right,75 ,s,104
2019-07-05 16:37:23.605943 ,Left,0 ,Right,285 ,s,104
2019-07-05 16:37:24.255758 ,Left,0 ,Right,75 ,s,61
2019-07-05 16:37:24.898300 ,Left,75 ,Right,360 ,s,217
2019-07-05 16:37:25.651835 ,Left,135 ,Right,285 ,s,400
2019-07-05 16:37:26.426130 ,Left,165 ,Right,285 ,s,400
2019-07-05 16:37:27.367719 ,Left,135 ,Right,375 ,s,166
2019-07-05 16:37:28.586675 ,Left,135 ,Right,315 ,s,136
2019-07-05 16:37:29.225498 ,Left,165 ,Right,75 ,s,121
2019-07-05 16:37:29.760706 ,Left,105 ,Right,360 ,s,109
2019-07-05 16:37:30.343791 ,Left,75 ,Right,375 ,s,98
2019-07-05 16:37:30.963902 ,Left,120 ,Right,435 ,s,82
2019-07-05 16:37:32.147258 ,Left,105 ,Right,150 ,s,49
2019-07-05 16:37:32.689934 ,Left,255 ,Right,225 ,s,38
2019-07-05 16:37:33.413105 ,Left,240 ,Right,180 ,s,315
2019-07-05 16:37:34.204704 ,Left,135 ,Right,345 ,s,299
2019-07-05 16:37:35.172028 ,Left,165 ,Right,345 ,s,156
2019-07-05 16:37:35.901980 ,Left,150 ,Right,315 ,s,260
2019-07-05 16:37:36.474428 ,Left,165 ,Right,120 ,s,247
2019-07-05 16:37:37.363475 ,Left,135 ,Right,105 ,s,225
2019-07-05 16:37:38.085755 ,Left,90 ,Right,75 ,s,208
2019-07-05 16:37:39.203124 ,Left,150 ,Right,255 ,s,179
2019-07-05 16:37:39.741882 ,Left,135 ,Right,75 ,s,165
2019-07-05 16:37:40.476533 ,Left,105 ,Right,105 ,s,146
2019-07-05 16:37:41.194904 ,Left,135 ,Right,105 ,s,128
2019-07-05 16:37:42.262195 ,Left,375 ,Right,480 ,s,102
2019-07-05 16:37:42.809372 ,Left,330 ,Right,120 ,s,93
2019-07-05 16:37:43.627203 ,Left,75 ,Right,135 ,s,400
2019-07-05 16:37:44.476710 ,Left,180 ,Right,75 ,s,400
2019-07-05 16:37:45.229534 ,Left,270 ,Right,360 ,s,400
2019-07-05 16:37:45.983073 ,Left,135 ,Right,345 ,s,400
2019-07-05 16:37:46.536159 ,Left,120 ,Right,120 ,s,120
2019-07-05 16:37:47.066531 ,Left,150 ,Right,300 ,s,14
2019-07-05 16:37:47.938666 ,Left,135 ,Right,285 ,s,400
2019-07-05 16:37:49.384343 ,Left,165 ,Right,375 ,s,400
2019-07-05 16:37:50.126544 ,Left,165 ,Right,495 ,s,400
2019-07-05 16:37:50.869503 ,Left,105 ,Right,270 ,s,400
2019-07-05 16:37:51.616659 ,Left,135 ,Right,345 ,s,400
2019-07-05 16:37:52.387140 ,Left,105 ,Right,405 ,s,400
2019-07-05 16:37:53.130715 ,Left,135 ,Right,210 ,s,400
2019-07-05 16:37:55.346684 ,Left,180 ,Right,105 ,s,57
2019-07-05 16:37:56.114733 ,Left,150 ,Right,495 ,s,400
2019-07-05 16:37:56.646659 ,Left,105 ,Right,405 ,s,28
2019-07-05 16:37:57.228672 ,Left,255 ,Right,105 ,s,180
2019-07-05 16:37:57.974258 ,Left,150 ,Right,60 ,s,400
2019-07-05 16:37:58.721923 ,Left,135 ,Right,135 ,s,400
2019-07-05 16:37:59.491518 ,Left,195 ,Right,135 ,s,400
2019-07-05 16:38:00.036653 ,Left,165 ,Right,210 ,s,159
2019-07-05 16:38:00.587171 ,Left,135 ,Right,375 ,s,146
2019-07-05 16:38:01.328043 ,Left,165 ,Right,405 ,s,400
2019-07-05 16:38:01.878941 ,Left,195 ,Right,180 ,s,116
2019-07-05 16:38:02.412996 ,Left,150 ,Right,105 ,s,103
2019-07-05 16:38:03.432568 ,Left,150 ,Right,315 ,s,79
2019-07-05 16:38:04.398418 ,Left,180 ,Right,720 ,s,56
2019-07-05 16:38:05.413971 ,Left,360 ,Right,735 ,s,400
2019-07-05 16:38:06.183620 ,Left,60 ,Right,195 ,s,400
2019-07-05 16:38:06.930883 ,Left,90 ,Right,390 ,s,400
2019-07-05 16:38:07.713660 ,Left,135 ,Right,330 ,s,400
2019-07-05 16:38:08.486888 ,Left,225 ,Right,525 ,s,400
2019-07-05 16:38:09.376618 ,Left,90 ,Right,480 ,s,400
2019-07-05 16:38:10.149886 ,Left,60 ,Right,525 ,s,400
2019-07-05 16:38:10.897539 ,Left,90 ,Right,315 ,s,400
2019-07-05 16:38:11.649468 ,Left,120 ,Right,390 ,s,400
2019-07-05 16:38:12.470828 ,Left,135 ,Right,345 ,s,400
2019-07-05 16:38:13.232136 ,Left,120 ,Right,105 ,s,400
2019-07-05 16:38:13.978587 ,Left,105 ,Right,75 ,s,400
2019-07-05 16:38:14.526919 ,Left,120 ,Right,345 ,s,275
2019-07-05 16:38:15.067812 ,Left,105 ,Right,465 ,s,263
2019-07-05 16:38:15.609924 ,Left,90 ,Right,105 ,s,257
2019-07-05 16:38:16.152055 ,Left,135 ,Right,240 ,s,244
2019-07-05 16:38:17.407242 ,Left,105 ,Right,90 ,s,213
2019-07-05 16:38:18.176762 ,Left,135 ,Right,105 ,s,215
2019-07-05 16:38:19.128514 ,Left,75 ,Right,60 ,s,158
2019-07-05 16:38:19.704246 ,Left,120 ,Right,315 ,s,143
2019-07-05 16:38:20.305606 ,Left,60 ,Right,195 ,s,129
2019-07-05 16:38:20.839820 ,Left,180 ,Right,150 ,s,117
2019-07-05 16:38:21.530354 ,Left,225 ,Right,165 ,s,102
2019-07-05 16:38:22.725526 ,Left,120 ,Right,270 ,s,84
2019-07-05 16:38:23.284289 ,Left,105 ,Right,105 ,s,75
2019-07-05 16:38:24.290131 ,Left,90 ,Right,90 ,s,256
2019-07-05 16:38:25.247665 ,Left,120 ,Right,60 ,s,400
2019-07-05 16:38:26.253798 ,Left,90 ,Right,60 ,s,400
2019-07-05 16:38:27.003416 ,Left,90 ,Right,135 ,s,400
2019-07-05 16:38:27.768665 ,Left,165 ,Right,105 ,s,400
2019-07-05 16:38:28.547403 ,Left,105 ,Right,495 ,s,400
2019-07-05 16:38:29.082594 ,Left,105 ,Right,165 ,s,63
2019-07-05 16:38:29.610622 ,Left,120 ,Right,60 ,s,53
2019-07-05 16:38:30.358834 ,Left,150 ,Right,75 ,s,400
2019-07-05 16:38:30.905198 ,Left,120 ,Right,300 ,s,319
2019-07-05 16:38:31.450654 ,Left,75 ,Right,165 ,s,305
2019-07-05 16:38:32.446505 ,Left,120 ,Right,375 ,s,283
2019-07-05 16:38:33.536993 ,Left,90 ,Right,285 ,s,257
2019-07-05 16:38:34.580684 ,Left,120 ,Right,150 ,s,237
2019-07-05 16:38:35.326884 ,Left,135 ,Right,315 ,s,217
2019-07-05 16:38:35.868377 ,Left,60 ,Right,90 ,s,204
2019-07-05 16:38:36.595775 ,Left,105 ,Right,345 ,s,188
2019-07-05 16:38:37.501379 ,Left,135 ,Right,300 ,s,166
2019-07-05 16:38:38.036822 ,Left,165 ,Right,105 ,s,157
2019-07-05 16:38:38.584268 ,Left,135 ,Right,360 ,s,138
2019-07-05 16:38:39.126541 ,Left,60 ,Right,165 ,s,125
2019-07-05 16:38:39.846879 ,Left,165 ,Right,120 ,s,109
2019-07-05 16:38:40.419774 ,Left,165 ,Right,390 ,s,96
2019-07-05 16:38:41.695824 ,Left,240 ,Right,195 ,s,68
2019-07-05 16:38:42.744363 ,Left,210 ,Right,645 ,s,400
2019-07-05 16:38:43.430529 ,Left,210 ,Right,60 ,s,158
2019-07-05 16:38:44.240453 ,Left,150 ,Right,120 ,s,400
2019-07-05 16:38:44.772936 ,Left,225 ,Right,405 ,s,129
2019-07-05 16:38:45.552904 ,Left,60 ,Right,315 ,s,400
2019-07-05 16:38:46.314139 ,Left,195 ,Right,315 ,s,400
2019-07-05 16:38:47.093444 ,Left,180 ,Right,135 ,s,400
2019-07-05 16:38:47.844203 ,Left,60 ,Right,60 ,s,400
2019-07-05 16:38:48.596682 ,Left,120 ,Right,105 ,s,400
2019-07-05 16:38:49.566266 ,Left,90 ,Right,90 ,s,292
2019-07-05 16:38:50.276718 ,Left,75 ,Right,60 ,s,113
2019-07-05 16:38:50.843841 ,Left,105 ,Right,315 ,s,257
2019-07-05 16:38:51.448180 ,Left,90 ,Right,405 ,s,242
2019-07-05 16:38:52.193903 ,Left,165 ,Right,90 ,s,224
2019-07-05 16:38:53.196308 ,Left,105 ,Right,195 ,s,200
2019-07-05 16:38:54.375394 ,Left,150 ,Right,105 ,s,174
2019-07-05 16:38:55.027840 ,Left,180 ,Right,255 ,s,159
2019-07-05 16:38:56.116594 ,Left,105 ,Right,75 ,s,400
2019-07-05 16:38:56.870246 ,Left,165 ,Right,180 ,s,400
2019-07-05 16:38:57.620642 ,Left,165 ,Right,195 ,s,400
